REF_DATE,GEO,Age group,Pregnancy outcomes,VALUE
1983,"Yukon, place of residence of females",Under 15 years,Fetal loss,0.0
1983,"Yukon, place of residence of females",15 to 19 years,"Total, pregnancies",77
1983,"Yukon, place of residence of females",15 to 19 years,"Total, pregnancies",81.1
1983,"Yukon, place of residence of females",15 to 19 years,Live births,42
1983,"Yukon, place of residence of females",15 to 19 years,Live births,44.2
1983,"Yukon, place of residence of females",15 to 19 years,Induced abortions,34
1983,"Yukon, place of residence of females",15 to 19 years,Induced abortions,35.8
1983,"Yukon, place of residence of females",15 to 19 years,Fetal loss,1
1983,"Yukon, place of residence of females",15 to 19 years,Fetal loss,1.1
1983,"Yukon, place of residence of females",15 to 17 years,"Total, pregnancies",15
1983,"Yukon, place of residence of females",15 to 17 years,"Total, pregnancies",29.0
1983,"Yukon, place of residence of females",15 to 17 years,Live births,15
1983,"Yukon, place of residence of females",15 to 17 years,Live births,29.0
1983,"Yukon, place of residence of females",15 to 17 years,Fetal loss,0
1983,"Yukon, place of residence of females",15 to 17 years,Fetal loss,0.0
1983,"Yukon, place of residence of females",18 to 19 years,"Total, pregnancies",28
1983,"Yukon, place of residence of females",18 to 19 years,"Total, pregnancies",64.7
1983,"Yukon, place of residence of females",18 to 19 years,Live births,27
1983,"Yukon, place of residence of females",18 to 19 years,Live births,62.4
1983,"Yukon, place of residence of females",18 to 19 years,Fetal loss,1
1983,"Yukon, place of residence of females",18 to 19 years,Fetal loss,2.3
1983,"Yukon, place of residence of females",20 to 24 years,"Total, pregnancies",205
1983,"Yukon, place of residence of females",20 to 24 years,"Total, pregnancies",166.0
1983,"Yukon, place of residence of females",20 to 24 years,Live births,176
1983,"Yukon, place of residence of females",20 to 24 years,Live births,142.5
1983,"Yukon, place of residence of females",20 to 24 years,Induced abortions,29
1983,"Yukon, place of residence of females",20 to 24 years,Induced abortions,23.5
1983,"Yukon, place of residence of females",20 to 24 years,Fetal loss,0
1983,"Yukon, place of residence of females",20 to 24 years,Fetal loss,0.0
1983,"Yukon, place of residence of females",25 to 29 years,"Total, pregnancies",230
1983,"Yukon, place of residence of females",25 to 29 years,"Total, pregnancies",166.5
1983,"Yukon, place of residence of females",25 to 29 years,Live births,193
1983,"Yukon, place of residence of females",25 to 29 years,Live births,139.8
1983,"Yukon, place of residence of females",25 to 29 years,Induced abortions,36
1983,"Yukon, place of residence of females",25 to 29 years,Induced abortions,26.1
1983,"Yukon, place of residence of females",25 to 29 years,Fetal loss,1
1983,"Yukon, place of residence of females",25 to 29 years,Fetal loss,0.7
1983,"Yukon, place of residence of females",30 to 34 years,"Total, pregnancies",110
1983,"Yukon, place of residence of females",30 to 34 years,"Total, pregnancies",86.2
1983,"Yukon, place of residence of females",30 to 34 years,Live births,98
1983,"Yukon, place of residence of females",30 to 34 years,Live births,76.8
1983,"Yukon, place of residence of females",30 to 34 years,Induced abortions,11
1983,"Yukon, place of residence of females",30 to 34 years,Induced abortions,8.6
1983,"Yukon, place of residence of females",30 to 34 years,Fetal loss,1
1983,"Yukon, place of residence of females",30 to 34 years,Fetal loss,0.8
1983,"Yukon, place of residence of females",35 to 39 years,"Total, pregnancies",33
1983,"Yukon, place of residence of females",35 to 39 years,"Total, pregnancies",33.7
1983,"Yukon, place of residence of females",35 to 39 years,Live births,30
1983,"Yukon, place of residence of females",35 to 39 years,Live births,30.6
1983,"Yukon, place of residence of females",35 to 39 years,Induced abortions,3
1983,"Yukon, place of residence of females",35 to 39 years,Induced abortions,3.1
1983,"Yukon, place of residence of females",35 to 39 years,Fetal loss,0
1983,"Yukon, place of residence of females",35 to 39 years,Fetal loss,0.0
1983,"Yukon, place of residence of females",40 years and over,"Total, pregnancies",1
1983,"Yukon, place of residence of females",40 years and over,"Total, pregnancies",1.6
1983,"Yukon, place of residence of females",40 years and over,Live births,1
1983,"Yukon, place of residence of females",40 years and over,Live births,1.6
1983,"Yukon, place of residence of females",40 years and over,Induced abortions,0
1983,"Yukon, place of residence of females",40 years and over,Induced abortions,0.0
1983,"Yukon, place of residence of females",40 years and over,Fetal loss,0
1983,"Yukon, place of residence of females",40 years and over,Fetal loss,0.0
1983,"Yukon, place of residence of females",Unknown age group,"Total, pregnancies",0
1983,"Yukon, place of residence of females",Unknown age group,Live births,0
1983,"Yukon, place of residence of females",Unknown age group,Induced abortions,0
1983,"Yukon, place of residence of females",Unknown age group,Fetal loss,0
1983,"Northwest Territories including Nunavut, place of residence of females",All ages,"Total, pregnancies",1707
1983,"Northwest Territories including Nunavut, place of residence of females",All ages,"Total, pregnancies",124.7
1983,"Northwest Territories including Nunavut, place of residence of females",All ages,Live births,1491
1983,"Northwest Territories including Nunavut, place of residence of females",All ages,Live births,108.9
1983,"Northwest Territories including Nunavut, place of residence of females",All ages,Induced abortions,205
1983,"Northwest Territories including Nunavut, place of residence of females",All ages,Induced abortions,15.0
1983,"Northwest Territories including Nunavut, place of residence of females",All ages,Fetal loss,11
1983,"Northwest Territories including Nunavut, place of residence of females",All ages,Fetal loss,0.8
1983,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,"Total, pregnancies",350
1983,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,"Total, pregnancies",110.9
1983,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Live births,283
1983,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Live births,89.7
1983,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Induced abortions,61
1983,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Induced abortions,19.3
1983,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Fetal loss,6
1983,"Northwest Territories including Nunavut, place of residence of females",Under 20 years,Fetal loss,1.9
1983,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,"Total, pregnancies",8
1983,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,"Total, pregnancies",15.4
1983,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Live births,3
1983,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Live births,5.8
1983,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Induced abortions,5
1983,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Induced abortions,9.6
1983,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Fetal loss,0
1983,"Northwest Territories including Nunavut, place of residence of females",Under 15 years,Fetal loss,0.0
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,"Total, pregnancies",342
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,"Total, pregnancies",129.8
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Live births,280
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Live births,106.3
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Induced abortions,56
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Induced abortions,21.3
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Fetal loss,6
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 19 years,Fetal loss,2.3
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,"Total, pregnancies",121
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,"Total, pregnancies",79.9
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,Live births,118
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,Live births,77.9
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,Fetal loss,3
1983,"Northwest Territories including Nunavut, place of residence of females",15 to 17 years,Fetal loss,2.0
1983,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,"Total, pregnancies",165
1983,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,"Total, pregnancies",147.2
1983,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,Live births,162
1983,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,Live births,144.5
1983,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,Fetal loss,3
1983,"Northwest Territories including Nunavut, place of residence of females",18 to 19 years,Fetal loss,2.7
1983,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,"Total, pregnancies",575
1983,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,"Total, pregnancies",213.5
1983,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Live births,489
1983,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Live births,181.6
1983,"Northwest Territories including Nunavut, place of residence of females",20 to 24 years,Induced abortions,85
