Date declaration of state of emergency,Extension,Date of Report on derogation of human rights to Human Rights Committee,Date lifting state of emergency,Duration (days),Country,Derogation ICCPR Article 8.3,Derogation ICCPR Article 9.2,Derogation ICCPR Article 9.3,Derogation ICCPR Article 10,Derogation ICCPR Article 12.1,Derogation ICCPR Article 12.2,Derogation ICCPR Article 13,Derogation ICCPR Article 14,Derogation ICCPR Article 17.1,Derogation ICCPR Article 17.2,Derogation ICCPR Article 19.1,Derogation ICCPR Article 19.2,Derogation ICCPR Article 20,Derogation ICCPR Article 21,Derogation ICCPR Article 22.1,Derogation ICCPR Article 22.2,Derogation ICCPR Article 23,Derogation ICCPR Article 24,Derogation ICCPR Article 25,Derogation ICCPR Article 26,Derogation ICCPR Article 27,Source,Declaratory organ,Declaratory person,Region,Trigger,Legal background,News sources,National/subnational,Details,Duration and other limitations of SoE according to consitution or other law,,,,,,,,,,,,,,,,
08/10/2012,Yes,04/10/2012,07/12/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 099-2012-PCM, C.N.599.2012.TREATIES-IV.4",President,Ollanta Humala Tasso,"District of Echarate, province of La Convención, department of Cusco.",Man-made disaster,Constitution,http://www.bbc.co.uk/news/world-latin-america-19858757,sub-national,"Continuation of police and military efforts to restrain the remnants of Shining Path rebels in the VRAE region, where the rebels have become involved in coca production.","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
02/10/2012,Yes,04/10/2012,01/12/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 098-2012-PCM, C.N.598.2012.TREATIES-IV.4",President,Ollanta Humala Tasso,"Provinces of Huanta and La Mar, department of Ayacucho; in the province of Tayacaja, department of Huancavelica; in the districts of Kimbiri, Pichari and Vilcabamba, province of La Convención, department of Cusco; in the province of Satipo; in the districts of Andamarca and Comas, province of Concepción; and in the districts of Santo Domingo de Acobamba and Pariahuanca, province of Huancayo, department of Junín. ",Man-made disaster,Constitution,N/A,sub-national,"The situation of illicit drug trafficking and illegal cultivation of coca, the main occupation of the population, has remained. This necessitated an extension of the state of emergency decree according to the government. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
07/09/2012,Yes,23/01/2013,06/11/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 092-2012-PCM, as found in C.N.153.2013.TREATIES-IV.4",President,Ollanta Humala Tasso,"District of Cholón, province of Marañón; in the district of Monzón, province of Humalíes; and in the province of Leoncio Prado, all in the department of Huánuco; in the province of Tocache, department of San Martín; and in the province of Padre Abad, department of Ucayali. ",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the continued movement of remnants of the Shining Path terrorist organization in the Huallaga Valley, divided into terrorist columns in various rural areas together with the problem of illicit drug trafficking, constitute a situation that necessitates a state of emergency declaration to enable the national police to better maintain order. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
09/08/2012,Yes,07/08/2012,08/10/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 080-2012-PCM, C.N.458.2012.TREATIES-IV.4",President,Ollanta Humala Tasso,"District of Echarate, province of La Convención, department of Cusco.",Man-made disaster,Constitution,http://www.reuters.com/article/2012/09/11/pictures-report-idUSRTR37TX3,sub-national,"Continuation of police and military efforts to restrain the remnants of Shining Path rebels in the VRAE region, where the rebels have become involved in coca production","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
03/08/2012,Yes,07/08/2012,02/10/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 081-2012-PCM, C.N.466.2012.TREATIES-IV.4 ",President,Ollanta Humala Tasso,"Provinces of Huanta and La Mar, department of Ayacucho; in the province of Tayacaja, department of Huancavelica; in the districts of Kimbiri, Pichari and Vilcabamba, province of La Convención, department of Cusco; in the province of Satipo; in the districts of Andamarca and Comas, province of Concepción; and in the districts of Santo Domingo de Acobamba and Pariahuanca, province of Huancayo, department of Junín. ",Man-made disaster,Constitution,N/A,sub-national,"The situation of illicit drug trafficking and illegal cultivation of coca, the main occupation of the population, has remained. This necessitated an extension of the state of emergency decree according to the government. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
03/08/2012,Yes,08/08/2012,02/09/2012,30,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 082-2012-PCM, C.N.457.2012.TREATIES-IV.4 ",President ,Ollanta Humala Tasso,"Provinces of Cajamarca, Celendín and Hualgayoc in the department of Cajamarca",Man-made disaster,Constitution,"http://www.bbc.co.uk/news/world-latin-america-18980109, http://www.bbc.co.uk/news/world-latin-america-19454440",sub-national,"Protesters are arguing against the US-financed Conga mine, which they say could severely jeopardize water supplies that the local population relies on for their livelihoods. Newmont Mining Corporation says its plans have been drawn up in consultation with local communities and meet the highest environmental standards, but a strong sentiment against the mining project remains. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
09/07/2012,Yes,17/07/2012,07/09/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 073-2012-PCM, C.N.399.2012.TREATIES-IV.4",President,Ollanta Humala Tasso,"District of Cholón, province of Marañón; in the district of Monzón, province of Humalíes; and in the province of Leoncio Prado, all in the department of Huánuco; in the province of Tocache, department of San Martín; and in the province of Padre Abad, department of Ucayali. ",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the continued movement of remnants of the Shining Path terrorist organization in the Huallaga Valley, divided into terrorist columns in various rural areas together with the problem of illicit drug trafficking, constitute a situation that necessitates a state of emergency declaration to enable the national police to better maintain order. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
04/07/2012,No,10/07/2012,03/08/2012,30,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 070-2012-PCM, C.N.383.2012.TREATIES-IV.4",President,Ollanta Humala Tasso,"Provinces of Cajamarca, Celendín and Hualgayoc in the department of Cajamarca",Man-made disaster,Constitution,http://www.bbc.co.uk/news/world-latin-america-18980109,sub-national,"Protesters are arguing against the US-financed Conga mine, which they say could severely jeopardize water supplies that the local population relies on for their livelihoods. Newmont Mining Corporation says its plans have been drawn up in consultation with local communities and meet the highest environmental standards, but a strong sentiment against the mining project remains. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
10/06/2012,Yes,07/08/2012,09/08/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 061-2012-PCM,  C.N.458.2012.TREATIES-IV.4",President,Ollanta Humala Tasso,"District of Echarate, province of La Convención, department of Cusco.",Man-made disaster,Constitution,"http://www.reuters.com/article/2012/07/06/peru-politics-humala-idUSL2E8I6A7P20120706, http://www.bbc.co.uk/news/world-latin-america-17902562",sub-national,"Continuation of police and military efforts to restrain the remnants of Shining Path rebels in the VRAE region, where the rebels have become involved in coca production","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
04/06/2012,Yes,01/06/2012,03/08/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 060-2012-PCM,  C.N.309.2012.TREATIES-IV-4",President,Ollanta Humala Tasso,"Provinces of Huanta and La Mar, department of Ayacucho; in the province of Tayacaja, department of Huancavelica; in the districts of Kimbiri, Pichari and Vilcabamba, province of La Convención, department of Cusco; in the province of Satipo; in the districts of Andamarca and Comas, province of Concepción; and in the districts of Santo Domingo de Acobamba and Pariahuanca, province of Huancayo, department of Junín. ",Man-made disaster,Constitution,N/A,sub-national,"The situation of illicit drug trafficking and illegal cultivation of coca, the main occupation of the population, has remained. This necessitated an extension of the state of emergency decree according to the government. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
29/05/2012,No,01/06/2012,28/06/2012,30,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 056-2012-PCM, C.N.308.2012.TREATIES-IV.4 ",President,Ollanta Humala Tasso,"Province of Espinar, department of Cusco",Man-made disaster,Constitution,"http://www.bbc.co.uk/news/world-latin-america-18245875, http://www.bbc.co.uk/news/world-latin-america-18286978, http://www.bbc.co.uk/news/world-latin-america-18437968",sub-national,The protests of locals were against a copper mine project run by a Swiss company Xstrata. Local people are fearful of pollution of the area caused by the copper mine and want Xstrata to pay more mining royalties to the local authorities. ,"The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
10/05/2012,Yes,17/07/2012,09/07/2012,60,Peru,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,"Depositary Notification of Supreme Decree No. 052-2012-PCM, C.N.399.2012.TREATIES-IV.4",First Vice-President of the Republic,Marisol Espinoza Cruz,"District of Cholón, province of Marañón; in the district of Monzón, province of Humalíes; and in the province of Leoncio Prado, all in the department of Huánuco; in the province of Tocache, department of San Martín; and in the province of Padre Abad, department of Ucayali. ",Man-made disaster,Constitution,N/A,sub-national,"According to the government, the continued movement of remnants of the Shining Path terrorist organization in the Huallaga Valley, divided into terrorist columns in various rural areas together with the problem of illicit drug trafficking, constitute a situation that necessitates a state of emergency declaration to enable the national police to better maintain order. ","The Constitution of Peru of 1993 states in Art. 137 that a state of emergency may not exceed 60 days, while extention is possible. A state of siege may not be longer than 45 days, with necessary Congress approval for extension as stipulated in art. 137 of Constitution. (http://www.wipo.int/wipolex/en/details.jsp?id=6544) ",,,,,,,,,,,,,,,,
